1440921388,1.17,1.17
1440924988,1.27,1.27
1440928588,1.28,1.28
1440932188,1.29,1.29
1440935788,1.29,1.29
1440939388,1.33,1.33
1440942988,1.33,1.33
1440946588,1.29,1.29
1440950188,1.29,1.29
1440953788,1.29,1.29
1440957388,1.29,1.29
1440960988,1.29,1.29
1440964588,1.29,1.29
1440968188,1.29,1.29
1440971788,1.31,1.31
1440975388,1.31,1.31
1440978988,1.31,1.31
1440982588,1.31,1.31
1440986188,1.31,1.31
1440989788,1.23,1.23
1440993388,1.25,1.25
1440996988,1.25,1.25
1441000588,1.25,1.25
1441004188,1.25,1.25
1441007788,1.25,1.25
1441011388,1.31,1.31
1441014988,1.31,1.31
1441018588,1.31,1.31
1441022188,1.31,1.31
1441025788,0.93,0.93
1441029388,0.93,0.93
1441032988,0.93,0.93
1441036588,1.32,1.32
1441040188,1.31,1.31
1441043788,1.31,1.31
1441047388,1.31,1.31
1441050988,1.31,1.31
1441054588,1.31,1.31
1441058188,1.31,1.31
1441061788,1.31,1.31
1441065388,1.31,1.31
1441068988,1.31,1.31
1441072588,1.31,1.31
1441076188,1.31,1.31
1441079788,1.29,1.29
1441083388,1.29,1.29
1441086988,1.31,1.31
1441090588,1.31,1.31
1441094188,1.31,1.31
1441097788,1.31,1.31
1441101388,1.31,1.31
1441104988,1.31,1.31
1441108588,1.31,1.31
1441112188,1.32,1.32
1441115788,1.37,1.37
1441119388,1.37,1.37
1441122988,1.37,1.37
1441126588,1.37,1.37
1441130188,1.37,1.37
1441133788,1.37,1.37
1441137388,1.37,1.37
1441140988,1.34,1.34
1441144588,1.33,1.33
1441148188,1.34,1.34
1441151788,1.34,1.34
1441155388,1.34,1.34
1441158988,1.33,1.33
1441162588,1.33,1.33
1441166188,1.33,1.33
1441169788,1.33,1.33
1441173388,1.36,1.36
1441176988,1.36,1.36
1441180588,1.36,1.36
1441184188,1.36,1.36
1441187788,1.36,1.36
1441191388,1.36,1.36
1441194988,1.36,1.36
1441198588,1.36,1.36
1441202188,1.36,1.36
1441205788,1.36,1.36
1441209388,1.36,1.36
1441212988,1.37,1.37
1441216588,1.37,1.37
1441220188,1.37,1.37
1441223788,1.37,1.37
1441227388,1.37,1.37
1441230988,1.3,1.3
1441234588,1.15,1.15
1441238188,1.16,1.16
1441241788,1.32,1.32
1441245388,1.3,1.3
1441248988,1.3,1.3
1441252588,1.3,1.3
1441256188,1.3,1.3
1441259788,1.3,1.3
1441263388,1.3,1.3
1441266988,1.3,1.3
1441270588,1.3,1.3
1441274188,1.3,1.3
1441277788,1.3,1.3
1441281388,1.3,1.3
1441284988,1.3,1.3
1441288588,1.26,1.26
1441292188,1.26,1.26
1441295788,1.26,1.26
1441299388,1.26,1.26
1441302988,1.26,1.26
1441306588,1.27,1.27
1441310188,1.26,1.26
1441313788,1.23,1.23
1441317388,1.23,1.23
1441320988,1.23,1.23
1441324588,1.24,1.24
1441328188,1.24,1.24
1441331788,1.24,1.24
1441335388,1.23,1.23
1441338988,1.23,1.23
1441342588,1.23,1.23
1441346188,1.23,1.23
1441349788,1.23,1.23
1441353388,1.23,1.23
1441356988,1.23,1.23
1441360588,1.23,1.23
1441364188,1.23,1.23
1441367788,1.23,1.23
1441371388,1.23,1.23
1441374988,1.23,1.23
1441378588,1.23,1.23
1441382188,1.23,1.23
1441385788,1.23,1.23
1441389388,1.23,1.23
1441392988,1.23,1.23
1441396588,1.23,1.23
1441400188,1.23,1.23
1441403788,1.22,1.22
1441407388,1.22,1.22
1441410988,1.24,1.24
1441414588,1.24,1.24
1441418188,1.37,1.37
1441421788,1.37,1.37
1441425388,1.37,1.37
1441428988,1.37,1.37
1441432588,1.37,1.37
1441436188,1.37,1.37
1441439788,1.37,1.37
1441443388,1.37,1.37
1441446988,1.37,1.37
1441450588,1.37,1.37
1441454188,1.27,1.27
1441457788,1.27,1.27
1441461388,1.27,1.27
1441464988,1.3,1.3
1441468588,1.3,1.3
1441472188,1.32,1.32
1441475788,1.37,1.37
1441479388,1.37,1.37
1441482988,1.37,1.37
1441486588,1.37,1.37
1441490188,1.37,1.37
1441493788,1.37,1.37
1441497388,1.37,1.37
1441500988,1.37,1.37
1441504588,1.37,1.37
1441508188,1.37,1.37
1441511788,1.37,1.37
1441515388,1.39,1.39
1441518988,1.39,1.39
1441522588,1.39,1.39
1441526188,1.39,1.39
1441529788,1.39,1.39
1441533388,1.39,1.39
1441536988,1.39,1.39
1441540588,1.38,1.38
1441544188,1.34,1.34
1441547788,1.34,1.34
1441551388,1.34,1.34
1441554988,1.34,1.34
1441558588,1.34,1.34
1441562188,1.34,1.34
1441565788,1.34,1.34
1441569388,1.34,1.34
1441572988,1.34,1.34
1441576588,1.34,1.34
1441580188,1.34,1.34
1441583788,1.34,1.34
1441587388,1.34,1.34
1441590988,1.34,1.34
1441594588,1.33,1.33
1441598188,1.33,1.33
1441601788,1.33,1.33
1441605388,1.33,1.33
1441608988,1.33,1.33
1441612588,1.33,1.33
1441616188,1.33,1.33
1441619788,1.28,1.28
1441623388,1.28,1.28
1441626988,1.28,1.28
1441630588,1.28,1.28
1441634188,1.28,1.28
1441637788,1.28,1.28
1441641388,1.28,1.28
1441644988,1.28,1.28
1441648588,1.28,1.28
1441652188,1.3,1.3
1441655788,1.31,1.31
1441659388,1.31,1.31
1441662988,1.32,1.32
1441666588,1.32,1.32
1441670188,1.32,1.32
1441673788,1.32,1.32
1441677388,1.32,1.32
1441680988,1.32,1.32
1441684588,1.32,1.32
1441688188,1.32,1.32
1441691788,1.32,1.32
1441695388,1.32,1.32
1441698988,1.32,1.32
